,course_title,url,price,num_subscribers,level,Rating,content_duration,published_timestamp
159,You can create Incredible Websites with HTML CSS learn how,https://www.udemy.com/learn-to-create-html-css-web-templates-create-web-pages/,100.0,11892.0,Intermediate Level,0.82,2.5,2015-09-12T01:35:41Z
160,Advanced HTML5 Tutorial for Web Developers,https://www.udemy.com/advanced-html5-for-web-developers/,50.0,11847.0,All Levels,0.18,7.5,2012-10-17T11:07:41Z
161,Python and Django Full Stack Web Developer Bootcamp,https://www.udemy.com/python-and-django-full-stack-web-developer-bootcamp/,200.0,11832.0,Beginner Level,0.29,31.5,2017-02-24T18:40:55Z
162,Learn how to create a WordPress theme using Pinegrow,https://www.udemy.com/learn-how-to-create-a-wordpress-theme-using-pinegrow/,0.0,11812.0,All Levels,0.41,2.0,2015-07-27T18:26:45Z
163,How To Setup Web Hosting,https://www.udemy.com/how-to-setup-web-hosting/,0.0,11758.0,Beginner Level,0.24,1.0,2015-07-15T23:49:27Z
164,PSD To a Creative Landing Page Using Twitter Bootstrap 3,https://www.udemy.com/psd-to-responsive-html5-css3-with-bootstrap-3/,0.0,11666.0,All Levels,0.55,4.0,2016-04-07T00:04:27Z
165,Learn HTML 5 in 1 hour,https://www.udemy.com/learn-html-5-in-1-hour/,100.0,11643.0,All Levels,0.93,1.0,2013-08-12T23:26:32Z
166,HTML CSS Easy steps to create a web template from scratch,https://www.udemy.com/html-css-easy-steps-to-create-a-web-template-from-scratch/,200.0,11574.0,All Levels,0.7,1.0,2015-12-14T19:48:12Z
167,React Redux React-Router: From Beginner to Paid Professional,https://www.udemy.com/react-redux-react-router/,20.0,11536.0,All Levels,0.95,6.5,2016-08-25T22:22:25Z
168,Learn HTML And CSS From Scratch,https://www.udemy.com/html-and-css-from-scratch/,0.0,11533.0,Beginner Level,0.21,2.0,2016-02-19T15:50:39Z
169,Complete Web Development Course + Building 5 Websites!,https://www.udemy.com/creating-5-web-development-projects-in-html5-and-css3/,200.0,11492.0,All Levels,0.35,24.5,2016-03-21T20:14:43Z
170,Ultimate Angular 4 (previously Angular 2) with Bootstrap 4,https://www.udemy.com/ultimate-angular-2/,50.0,11384.0,Beginner Level,0.22,5.5,2016-09-19T22:25:38Z
171,Learn the Basics of Programming for Marketers,https://www.udemy.com/basic-programming-for-marketers/,55.0,11339.0,All Levels,0.47,3.5,2015-04-21T17:24:26Z
172,JavaScript For Beginners : Learn JavaScript From Scratch,https://www.udemy.com/javascript-course-for-beginners/,195.0,11285.0,Intermediate Level,0.3,5.5,2017-02-07T17:20:39Z
173,jQuery Crash Course: Learn the Essentials of jQuery Fast,https://www.udemy.com/learn-jquery-crash-course/,50.0,11262.0,Beginner Level,0.55,2.0,2015-01-07T03:12:34Z
174,Practical CSS Website Development: Crash Course,https://www.udemy.com/css-website-development-crash-course/,95.0,11170.0,Beginner Level,0.11,2.5,2016-02-02T21:05:27Z
175,Make a professional website - 30 Day Guarantee. Discounted!,https://www.udemy.com/make-your-own-business-website-beginner-and-intermediate/,20.0,11167.0,Beginner Level,0.68,2.0,2014-06-23T16:03:41Z
176,Learn to Make an Animated Image Gallery using HTML5,https://www.udemy.com/learn-to-make-an-animated-image-gallery-using-html5/,0.0,11080.0,All Levels,0.19,1.0,2014-11-20T11:37:05Z
177,Improved SEO with Rich Snippets and MicroData,https://www.udemy.com/improved-seo-with-rich-snippets-and-microdata/,0.0,11026.0,Beginner Level,0.8,1.0,2014-06-09T10:35:40Z
178,Ultimate guide to Social Media Web development integration,https://www.udemy.com/ultimate-guide-to-social-media-web-development-integration/,200.0,11011.0,All Levels,0.94,2.5,2015-09-20T18:13:38Z
179,The Complete Developers Guide to MongoDB,https://www.udemy.com/the-complete-developers-guide-to-mongodb/,150.0,10945.0,All Levels,0.16,13.5,2016-11-15T01:25:44Z
180,Fun and creative web engineering with Python and Web2py,https://www.udemy.com/web-engineering-with-python-and-web2py/,0.0,10917.0,All Levels,0.18,2.0,2015-06-09T19:51:50Z
181,CSS and CSS3 For Absolute Beginners,https://www.udemy.com/css-and-css3-for-absolute-beginners/,75.0,10890.0,All Levels,0.1,5.0,2013-11-01T17:12:45Z
182,Build Real World Websites from Scratch using HTML5 and CSS3,https://www.udemy.com/web-development-html5-css3/,195.0,10874.0,All Levels,0.34,7.5,2016-01-25T18:00:51Z
183,JavaScript for Beginners Welcome to learning JavaScript,https://www.udemy.com/javascript-for-beginners-course/,50.0,10864.0,Beginner Level,0.84,2.0,2016-02-01T19:34:26Z
184,Master WordPress Plugins: Shortcodes Ultimate - The Basics,https://www.udemy.com/master-popular-wordpress-plugin-shortcodes-ultimate/,0.0,10780.0,All Levels,0.66,1.0,2016-01-14T18:03:09Z
185,JavaScript for Absolute Beginners,https://www.udemy.com/javascript-for-absolute-beginners/,20.0,10689.0,All Levels,0.32,2.0,2014-01-21T03:56:12Z
186,Get to know HTML Learn HTML Basics,https://www.udemy.com/html-online-course/,200.0,10674.0,Beginner Level,0.11,2.0,2016-11-22T15:09:59Z
187,Code a personal splash page in 1 hour,https://www.udemy.com/intro-to-html-and-css/,20.0,10610.0,All Levels,0.21,1.0,2014-02-12T21:27:40Z
188,Projects in PHP and MySQL,https://www.udemy.com/the-complete-web-development-course-learn-by-building-apps/,60.0,10606.0,Beginner Level,0.76,23.0,2014-07-25T11:11:41Z
189,HTML CSS: Essential steps to learn HTML CSS,https://www.udemy.com/html-and-css-basics/,145.0,10576.0,Beginner Level,0.75,2.5,2015-11-11T22:43:15Z
190,The Complete HTML5 & CSS3 Course Build Professional Websites,https://www.udemy.com/html5css3/,195.0,10518.0,All Levels,0.93,4.5,2015-08-11T21:47:20Z
191,Core HTML How to get online quickly HTML to HTML5,https://www.udemy.com/web-development-introduction-html-html5-course/,90.0,10394.0,Beginner Level,0.88,3.5,2015-08-21T18:53:23Z
192,HTML5 Essentials for Beginners,https://www.udemy.com/html5-essentials-for-beginners/,20.0,10247.0,Beginner Level,0.24,1.5,2014-03-14T21:46:36Z
193,,,,,,,,
194,JavaScript Game Development: Create Your Own Breakout Game,https://www.udemy.com/javascript-game-development-create-your-own-breakout-game/,0.0,10179.0,All Levels,0.15,1.5,2016-09-26T23:44:51Z
195,JavaScript Basics Web Development Building Blocks,https://www.udemy.com/javascript-basics-web-development-building-blocks/,95.0,10179.0,Beginner Level,0.81,1.5,2015-08-14T00:27:33Z
196,Learn Nodejs by building 12 projects,https://www.udemy.com/learn-nodejs-by-building-10-projects/,50.0,10150.0,Beginner Level,0.5,16.0,2015-04-22T00:22:43Z
197,Building a Search Engine in PHP & MySQL,https://www.udemy.com/creating-a-search-engine-in-php/,0.0,10110.0,All Levels,0.66,2.5,2014-02-03T18:07:52Z
198,PHP: Ultimate guide to PHP for everyone,https://www.udemy.com/basic-php/,115.0,10103.0,All Levels,0.93,1.5,2016-05-29T17:49:28Z
199,CSS Web Development Crash Course,https://www.udemy.com/css-course/,20.0,10008.0,All Levels,0.53,2.5,2016-12-01T17:33:48Z
200,HTML5 and CSS3 for beginners: Create a Website from Scratch,https://www.udemy.com/html5-and-css3-for-beginners-create-a-website-from-scratch/,200.0,9945.0,Intermediate Level,0.76,2.0,2017-02-17T22:15:48Z
201,The Ultimate Web Development Course,https://www.udemy.com/build-an-instant-update-database-interface-with-jquery-ajax/,50.0,9881.0,Intermediate Level,0.28,12.0,2013-08-25T16:16:52Z
202,Getting Started as a Web Developer,https://www.udemy.com/refactoru-getting-started-as-a-web-developer/,0.0,9833.0,Expert Level,0.64,1.0,2014-08-16T22:20:47Z
203,Beginning Web development Learn the basics of HTML,https://www.udemy.com/learn-the-basics-of-html-in-less-than-a-week/,95.0,9832.0,All Levels,0.34,2.0,2017-01-06T15:14:59Z
204,The Complete PHP Bootcamp Course With Video Sharing Project,https://www.udemy.com/php-bootcamp/,195.0,9831.0,Intermediate Level,1.0,14.5,2017-03-21T23:50:38Z
205,Beginning Oracle WebLogic for Administrators,https://www.udemy.com/learn-oracle-weblogic-12c-essentials/,0.0,9786.0,Beginner Level,0.14,0.7,2015-04-15T18:28:50Z
206,Dynamic JavaScript Master Class AJAX JSON Simple APIs,https://www.udemy.com/ajax-course/,200.0,9773.0,Beginner Level,0.47,4.5,2016-10-24T15:36:40Z
207,"Build A Complete CRUD Application With PHP, MYSQL & JQUERY",https://www.udemy.com/build-a-complete-crud-application-with-php-mysql-jquery/,20.0,9762.0,Intermediate Level,0.13,13.5,2016-11-01T15:30:36Z
208,HTML5 for beginners,https://www.udemy.com/html-complete-html-course-for-beginners/,195.0,9687.0,Beginner Level,0.32,5.0,2015-04-24T18:04:21Z
209,JQuery Essentials core training for Dynamic Interactive web,https://www.udemy.com/jquery-essentials-core-training-for-dynamic-interactive-web/,100.0,9668.0,All Levels,0.58,4.0,2015-11-20T17:22:00Z
210,Try Django 1.10 | Create a URL Shortening Service,https://www.udemy.com/try-django-1-10/,50.0,9607.0,All Levels,0.17,5.5,2016-10-24T18:14:43Z
211,Code your first Website using HTML & CSS: Project Learning,https://www.udemy.com/code-your-first-website-using-html-css-project-learning/,20.0,9554.0,Intermediate Level,0.8,1.5,2015-10-28T18:16:52Z
212,Web Site for Beginners - Learn Web Building like knitting,https://www.udemy.com/web-design-for-grandmothers-with-html/,20.0,9425.0,All Levels,0.67,1.5,2016-08-10T00:40:59Z
213,The Complete Wordpress Course - Build Your Own Website Today,https://www.udemy.com/wordpresscourse/,195.0,9421.0,Beginner Level,0.34,3.5,2015-08-25T00:03:06Z
214,Successful website creation - everything you need to know,https://www.udemy.com/total-guide-to-creating-websites-and-an-online-web-business/,150.0,9384.0,All Levels,0.76,1.5,2015-10-22T22:54:30Z
215,Introductory JavaScript Made Easy Training Tutorial,https://www.udemy.com/introductory-javascript-made-easy-training-tutorial/,20.0,9381.0,Beginner Level,0.8,11.0,2014-10-15T15:23:00Z
216,Ruby on Rails: Training and Skills to Build Web Applications,https://www.udemy.com/the-startups-guide-to-web-development-with-ruby-on-rails/,95.0,9375.0,Intermediate Level,0.38,7.0,2014-01-10T18:41:55Z
217,Learn How To Build a Web Application Without Coding,https://www.udemy.com/learn-how-to-build-a-web-application-without-coding/,0.0,9364.0,All Levels,0.28,0.5333333333,2015-03-04T21:44:18Z
218,Ultimate Web Developer Course Build 10 Websites from Scratch,https://www.udemy.com/ultimate-web-developer-course-build-10-websites-from-scratch/,200.0,9359.0,Intermediate Level,0.07,32.5,2016-10-10T15:09:14Z
219,The Essential Web Developer Course - Build 12 Websites,https://www.udemy.com/the-essential-web-developer-course/,200.0,9355.0,All Levels,0.94,16.5,2015-11-02T17:41:42Z
220,Learn and Earn with HTML & CSS,https://www.udemy.com/learn-and-earn-with-html-css/,20.0,9349.0,Intermediate Level,0.81,4.0,2016-03-11T20:11:22Z
221,HTML CSS JavaScript: Most popular ways to code HTML CSS JS,https://www.udemy.com/html-css-javascript/,170.0,9332.0,All Levels,0.04,3.5,2015-11-18T22:45:19Z
222,Understanding TypeScript,https://www.udemy.com/understanding-typescript/,110.0,9132.0,All Levels,0.18,7.0,2016-09-12T17:33:38Z
223,Introduction to Laravel 4,https://www.udemy.com/introduction-to-laravel-4/,0.0,9110.0,All Levels,0.73,2.5,2014-09-12T22:52:21Z
224,Projects In JavaScript & JQuery,https://www.udemy.com/projects-in-javascript-jquery/,60.0,9109.0,All Levels,0.28,9.0,2014-10-16T09:56:39Z
225,Web Design for Beginners: Real World Coding in HTML & CSS,https://www.udemy.com/web-design-for-beginners-real-world-coding-in-html-css/,100.0,9103.0,Beginner Level,0.23,9.0,2014-09-22T23:58:31Z
226,Start Writing JavaScript Today - Beginner JavaScript Course,https://www.udemy.com/start-writing-javascript-today/,100.0,9067.0,All Levels,0.89,3.0,2017-03-08T22:34:43Z
227,How to Create a Website Without Coding - WordPress 2016,https://www.udemy.com/how-to-create-a-website-wordpress-2016/,195.0,9056.0,All Levels,0.92,1.5,2016-02-04T22:22:22Z
228,How to Launch Your Own Website Builder Service,https://www.udemy.com/how-to-launch-your-own-website-builder-service/,20.0,9028.0,All Levels,0.78,1.5,2015-07-28T20:20:59Z
229,Building HTML5 Canvas projects from scratch,https://www.udemy.com/building-html5-canvas-projects-from-scratch/,100.0,8968.0,Beginner Level,0.78,2.0,2016-03-03T20:36:35Z
230,Webpack 2: The Complete Developer's Guide,https://www.udemy.com/webpack-2-the-complete-developers-guide/,75.0,8964.0,Beginner Level,0.58,5.5,2017-01-03T20:09:17Z
231,Projects in HTML5,https://www.udemy.com/projects-in-html5/,60.0,8777.0,All Levels,0.79,15.5,2014-06-17T05:43:50Z
232,How to Set Up a Self-Hosted Wordpress Website in 30 Minutes,https://www.udemy.com/how-to-set-up-a-wordpress-website-custom-domain-in-30-mins/,0.0,8770.0,All Levels,0.62,0.5333333333,2015-09-20T23:05:59Z
233,Serverless Workflow Management with AWS Step Functions,https://www.udemy.com/aws-step-functions/,0.0,8768.0,All Levels,0.87,1.0,2016-12-09T03:39:22Z
234,All about NodeJS,https://www.udemy.com/all-about-nodejs/,50.0,8755.0,All Levels,0.12,15.5,2014-12-19T20:46:50Z
235,Discover HTML Essential guide to HTML how to create webpages,https://www.udemy.com/intro-to-html-beginners-guide-to-html-how-to-create-webpages/,85.0,8711.0,All Levels,0.04,1.5,2015-10-17T05:52:05Z
236,WordPress Plugins and Widgets,https://www.udemy.com/wordpress-plugins-and-widgets/,40.0,8711.0,All Levels,0.96,1.0,2016-09-09T18:15:07Z
237,Learn Angular 4 from Scratch,https://www.udemy.com/learn-angular-from-scratch/,0.0,8693.0,All Levels,0.24,1.5,2017-05-02T02:38:43Z
238,React and Flux Web Development for Beginners,https://www.udemy.com/react-flux/,100.0,8691.0,All Levels,0.69,11.0,2015-12-15T20:30:28Z
239,Learn jQuery by Example Course,https://www.udemy.com/complete-jquery-course/,170.0,8625.0,All Levels,0.98,5.0,2016-04-23T07:47:40Z
240,Interaction Design Specialist For Web Developers,https://www.udemy.com/interaction-design-specialist-for-web-developers/,95.0,8594.0,Beginner Level,0.77,2.0,2016-07-04T22:11:35Z
241,HTML for Beginners,https://www.udemy.com/hmtl5-training/,0.0,8592.0,Beginner Level,0.8,2.5,2013-07-20T00:52:41Z
242,JSON Faster Sleeker & Easier Discover the benefits learn it,https://www.udemy.com/introduction-to-json-javascript-object-notation-tutorial/,200.0,8577.0,All Levels,0.22,1.5,2015-08-12T18:33:31Z
243,PHP with Laravel for beginners - Become a Master in Laravel,https://www.udemy.com/php-with-laravel-for-beginners-become-a-master-in-laravel/,150.0,8496.0,All Levels,0.93,29.5,2016-04-21T19:57:39Z
244,How to easily Manage your WordPress Website,https://www.udemy.com/manage-wordpress-website/,20.0,8462.0,Beginner Level,0.68,2.0,2014-02-20T17:28:42Z
245,How to Install WordPress From Scratch,https://www.udemy.com/install-wordpress/,0.0,8415.0,All Levels,0.66,1.0,2014-07-19T23:03:39Z
246,Introduction to HTML,https://www.udemy.com/refactoru-intro-html/,0.0,8371.0,All Levels,0.78,1.5,2014-08-30T01:33:38Z
247,Foundations of Front-End Web Development,https://www.udemy.com/foundations-of-front-end-development/,0.0,8337.0,All Levels,0.53,20.5,2014-12-12T21:47:15Z
248,PHP Graphic Techniques: CAPTCHA/ Create a verification code,https://www.udemy.com/php-graphic-techniques-captcha-watermark-crop-thumbnail/,20.0,8320.0,All Levels,0.3,0.7166666667,2015-10-14T18:16:51Z
249,The Docker for DevOps course: From development to production,https://www.udemy.com/the-docker-for-devops-course-from-development-to-production/,25.0,8234.0,All Levels,0.78,7.5,2015-11-13T17:30:34Z
250,PHP Essential How to create build Amazing websites with PHP,https://www.udemy.com/php-essential-how-to-create-build-amazing-websites-with-php/,75.0,8067.0,All Levels,0.24,3.5,2015-11-26T04:12:48Z
251,Sass: From Beginner to Advanced,https://www.udemy.com/sass-from-beginner-to-advanced/,40.0,8059.0,All Levels,0.05,2.0,2016-07-21T15:43:34Z
252,Complete WooCommerce Plugin Tutorial For Wordpress 2017,https://www.udemy.com/complete-woocommerce-plugin-tutorial-for-wordpress-2017/,0.0,7922.0,Beginner Level,0.69,1.5,2017-01-27T16:47:14Z
253,REST WCF Service in ASP.NET,https://www.udemy.com/rest-wcf-service-in-aspnet/,0.0,7905.0,All Levels,0.66,0.6833333333,2016-06-08T17:28:16Z
254,Build a website HTML5 CSS3 Beginner Course,https://www.udemy.com/how-to-build-a-website-html5-css3-beginner-course/,150.0,7884.0,Beginner Level,0.53,2.0,2016-02-02T03:54:47Z
255,AJAX Development,https://www.udemy.com/ajax-development/,20.0,7867.0,Beginner Level,0.95,3.0,2012-05-15T18:03:43Z
256,Complete Bootstrap 4 course - build 3 projects,https://www.udemy.com/bootstrap-4-tutorials/,0.0,7865.0,All Levels,0.76,5.0,2017-04-07T17:26:02Z
257,How to Optimise Your WordPress Website's Speed & Security to Improve SEO & User Experience,https://www.udemy.com/how-to-make-your-wordpress-site-blazing-fast/,125.0,7852.0,Expert Level,0.78,3.5,2015-03-02T19:03:21Z
258,The Complete Ethical Hacking Course 2.0: Python & Kali Linux,https://www.udemy.com/penetration-testing-ethical-hacking-course-python-kali-linux/,195.0,7827.0,All Levels,0.76,11.0,2016-09-26T15:08:29Z
259,JavaScript Introduction to Object Oriented JavaScript,https://www.udemy.com/javascript-introduction-to-object-oriented-javascript/,90.0,7789.0,Intermediate Level,0.15,1.5,2015-10-01T17:43:34Z
260,JavaScript for Beginning Web Developers,https://www.udemy.com/learn-javascript-programming/,75.0,7785.0,All Levels,0.76,4.5,2014-01-16T18:07:39Z
261,Learn How to Manage & Customize Web Sites By Drupal CMS,https://www.udemy.com/drupal-course/,140.0,7741.0,All Levels,0.67,2.5,2016-12-11T21:05:33Z
262,JavaScript in Action JavaScript Projects,https://www.udemy.com/javascript-in-action-learn-javascript-projects/,150.0,7720.0,Beginner Level,0.73,1.5,2016-03-29T18:01:39Z
263,HTML5 APIs For JavaScript - A Course For Web Developers,https://www.udemy.com/html5-apis-for-javascript-a-course-for-web-developers/,50.0,7706.0,All Levels,0.12,5.0,2012-11-30T17:33:41Z
264,Learn Building Your Own Website Without Coding,https://www.udemy.com/learn-building-your-own-website-without-coding/,50.0,7660.0,All Levels,0.08,2.0,2014-03-21T01:53:04Z
265,Create A Custom Responsive WordPress Website For A Client,https://www.udemy.com/create-custom-responsive-wordpress-website-client/,95.0,7517.0,Intermediate Level,0.89,4.5,2014-04-21T11:35:18Z
266,The Complete Web Development Course - Build 15 Projects,https://www.udemy.com/complete-web-development-course/,200.0,7501.0,All Levels,0.42,76.5,2015-11-09T22:01:02Z
267,Complete Python Web Course: Build 8 Python Web Apps,https://www.udemy.com/the-complete-python-web-course-learn-by-building-8-apps/,110.0,7489.0,All Levels,0.42,16.0,2015-11-08T20:57:35Z
268,SAP Crystal Reports with ASP.Net (Step by step),https://www.udemy.com/sap-crystalreports-for-beginners/,0.0,7484.0,Beginner Level,0.24,1.0,2015-03-04T01:33:32Z
269,Create Single Page Website using Twitter Bootstrap 3,https://www.udemy.com/create-single-page-website-using-twitter-bootstrap/,20.0,7449.0,Expert Level,0.3,1.0,2014-04-19T20:10:39Z
270,Complete JavaScript Course for Beginners with Easy Examples,https://www.udemy.com/javascript-for-dummies-and-newbies/,200.0,7449.0,Beginner Level,0.38,4.0,2015-06-08T00:39:47Z
271,Master ECMAScript 2015 (ES6),https://www.udemy.com/ecmascript2015/,0.0,7438.0,All Levels,0.78,2.5,2016-11-28T22:10:27Z
